asn,name,country
142512,SHOURYA-AS-IN SHOURYA BROADBAND,IN
142513,BIGNET-AS LEVOTEL BIGNET SOLUTIONS PVT LTD,IN
142514,CARESOFT-AS-IN CARESOFT GLOBAL PRIVATE LIMITED,IN
142515,ELITELSOL-AS-IN ELITEL SOLUTIONS PRIVATE LIMITED,IN
142517,PRUD1782-AS PRUDENT CORPORATE ADVISORY SERVICES LIMITED,IN
142518,HITECHTE-AS-IN HITECH INFORMATION TECHNOLOGY,IN
142519,SMTPM-AS-IN Smtpmailers Pvt Ltd,IN
142520,NPOINT-AS-IN North Point Services Pvt Ltd,IN
142521,UNIQENTER-AS-IN UNIQ ENTERTAINMENT,IN
142522,BOSONAUTO-AS BOSON AUTO LIMITED,IN
142523,BTSTELEC-AS BTS TELECOM PRIVATE LIMITED,IN
142524,POEMTECHN-AS Poem Techno Pvt Ltd,IN
142525,FLISPL-AS Frontline Internet Services Private Limited,IN
142526,ISHAPE123-AS I SHAPE BROADBAND,IN
142527,KKDBB-AS KKD BROADBAND PRIVATE LIMITED,IN
142528,TAIBANET-AS TAIBA SUPER INTERNET PRIVATE LIMITED,IN
142529,INCUBIX-AS-IN INCUBIX UNIFIED SOLUTIONS PVT LTD,IN
142530,AMITY-AS-IN AMITY SOFTWARE SYSTEMS LIMITED,IN
142531,SWPL-AS-IN SPRIOC WEB PRIVATE LIMITED,IN
142532,MAAVE-AS Maa Vindhyawasini Enterprises,IN
142533,EXLSERV-AS EXL SERVICE.COM INDIA PRIVATE LIMITED,IN
142534,FUTURENET-AS-IN FUTURENET TELECOM PRIVATE LIMITED,IN
142535,DYNACOM-AS Dynamic Communication Centre,IN
142536,LRS-AS-IN LRS SERVICES PRIVATE LIMITED,IN
142537,AAVASFIN-AS Aavas Financiers Limited,IN
142538,REL-AS Railtel Enterprise Limited,IN
142569,DIGISPICE1-AS-AP DIGISPICE TECHNOLOGIES LIMITED,IN
142575,REDIFF-AS-AP Rediff.com India Limited,IN
142614,DSIPL-AS-AP Digital Sea,IN
142646,EDIGITECH-AS-AP eDigiTech,IN
146846,INIC-AS-IN Inic Communications Pvt. Ltd.,IN
146847,BRISKCOM-AS-IN BRISKCOM INFOWAY PRIVATE LIMITED,IN
146849,HSNPL-AS-IN HS NETWORKS PRIVATE LIMITED,IN
146850,PDPL-AS-IN PUNE DIGITALIZATION PVT LTD,IN
146851,MANSUKH-AS-IN MANSUKH SECURITIES AND FINANCE LIMITED,IN
146852,SBSYSTEMS-AS-IN SBSYSTEMS,IN
146853,BLUENET-AS-IN BLUENET BROADBAND SERVICES PRIVATE LIMITED,IN
146854,HASINICOM-AS-IN HASINI COMMUNICATONS,IN
146855,MEGHLINK-AS-IN MEGHLINK INDIA LLP,IN
146856,FEBNET-AS-IN Fabnet Services Private Limited,IN
146857,YOLOIN-AS-IN YOLO INFRA SOLUTIONS,IN
146858,NEWAGE-AS-IN NEWAGE MEDIA AND VENTURES PRIVATE LIMITED,IN
146859,ABSOLUTE-AS-IN Absolute Networks Pvt Ltd,IN
146860,SKYMEDIA-AS-IN Skytech Mediacom Opc Private Limited,IN
146861,FLYFAST-AS-IN Flyfast Connections Private Limited,IN
146862,SUDHANA12-AS-IN SUDHANA TELECOM,IN
146863,SHYAMDATA-AS-IN SHYAM DATA AND VOICE SERVICES PVT LTD,IN
146864,MEGNET1-IN-AS MEGNET,IN
146865,ICSI-AS-IN THE INSTITUTE OF COMPANY SECRETARIES OF INDIA,IN
146866,SAMRUDDHI-AS-IN SAMRUDDHI COMMUNICATION PRIVATE LIMITED,IN
146867,AUTHENTECH-AS-IN AUTHENTECH SOFTWARE,IN
146868,LTPVTH-AS-IN LOGICLABS TECHNOLOGIES PRIVATE LIMITED,IN
146869,SPARKINT-AS-IN SPARKLIGHT INTERNET PRIVATE LIMITED,IN
146870,TJSB-AS-IN TJSB SAHAKARI BANK LTD,IN
146871,MRVPL-AS-IN MANAV RACHNA VIDYANATARIKSHA PRIVATE LIMITED,IN
146872,SUJATHAJS-AS Weblink Systems Private Limited,IN
146873,NETLINK51-AS-IN NETLINK TELECOM PVT LTD,IN
146874,INFYNIXD-AS-IN INFYNIX DATA SERVICES PRIVATE LIMITED,IN
146875,GULB2021-AS-IN GULBARGA NET INTERNET CABLE SERVICE,IN
146876,TSIP-IN PIONEER DIGITAL TV PRIVATE LIMITED,IN
146877,GIGAFIBER-AS GIGA FIBERNET,IN
146878,CLOUDENT-AS CLOUDTECHTIQ ENTERPRISES PRIVATE LIMITED,IN
146879,LSIPL-AS-IN LOWES SERVICES INDIA PRIVATE LIMITED,IN
146880,VIPLI-AS Velankani Infrastructure Private Limited,IN
146881,DAANCOMM-AS DAAN COMMUNICATIONS PRIVATE LMITED,IN
146882,SAKSHAM1-AS-IN SAKSHAM TELECOM PRIVATE LIMITED,IN
146883,NPRSQUARE-AS-IN NPRSQUARE INET SOLUTIONS PVT LTD,IN
146884,SKYCOMN-AS SKYCOMM INTERNET SERVICES PRIVATE LIMITED,IN
146885,PIONEERTV-AS-IN PIONEER DIGITAL TV PRIVATE LIMITED,IN
146886,HCLCIT-AS HCL Corporation Private Limited,IN
146887,NOOBTECH-AS-IN NOOB TECHNOLOGIES PRIVATE LIMITED,IN
146888,CLOUD8IN-AS-IN Cloud8In Technologies Private Limited,IN
146889,GURUNATH-AS SHIV SHAMBHO CABLE NETWORK,IN
146890,SHARVA-AS-IN SHARVA TELENET PRIVATE LIMITED,IN
146891,SMSELAB-AS SMS ELAB PRIVATE LIMITED,IN
146892,PLANET-AS-IN Planet Digital Networks Private Limited,IN
146893,SHAKTIENT-AS SHAKTI ENTERPRISES,IN
146894,AS146894-AS-IN Au Networks Pvt Ltd,IN
146895,WSI-AS-IN WORLDSHORE INFOCOM PVT LTD,IN
146896,HRMTPL-AS-IN HRM TECHNOLOGIES PVT LTD,IN
146897,QSPACE-AS-IN QUALISPACE WEB SERVICES PVT LTD,IN
146898,HBROSB-AS-IN HBROS BROADBAND PVT LTD,IN
146899,CLOUDNINE-AS-IN Trivnet Networks Pvt Ltd,IN
146900,TRISHA-AS-IN TRISHA ENTERPRISES,IN
146901,PRSHREE-AS-IN PR SHREE NETWORKS PRIVATE LIMITED,IN
146902,BIGVENTUR-AS-IN BIGVENTURES MEDIA PVT LTD,IN
146903,VORRUCKEN-AS-IN VORRUCKEN NETWORKS PRIVATE LIMITED,IN
146904,MGPL-AS-IN MICRONET GIGAFIBER PRIVATE LIMITED,IN
146905,NETAREA-AS NETAREA TECHNOLOGIES PRIVATE LIMITED,IN
146906,BHAGYA-AS BhagyaStore Pvt Ltd,IN
146907,MBECL-AS MCNALLY BHARAT ENGINEERING COMPANY LIMITED,IN
146908,INTERCITY-AS-IN INTERCITY FIBER NETWORKS PRIVATE LIMITED,IN
146910,ANILSOFT-AS Softnet Netsol,IN
146911,CINFOGEN-AS CINFOGEN PRIVATE LIMITED,IN
146912,SKYNETCOMPUTER-AS SKYNET COMPUTER,IN
146913,ITCS-AS Itcare Solutions,IN
146914,NETFAREBR-AS Netfare Broadband Opc Pvt Ltd,IN
146915,GARROW-AS GREEN ARROW TECHNOLOGY PRIVATE LIMITED,IN
146916,METREXABR-AS METREXA BROADNET PRIVATE LIMITED,IN
146917,JDALLDAY-AS-IN JD ALLDAY NETSOL PRIVATE LIMITED,IN
146918,CABLECOM-AS-IN Cablecom Network Private Limited,IN
146919,CTRLSNLD-AS-IN CTRL S NLD SERVICES PRIVATE LIMITED,IN
146920,RNINETCO-AS-IN Rn Broadband Online Pvt. Ltd,IN
146921,LNTSPLN-AS Linked Net Techno Services Pvt Ltd,IN
146922,UFIBER-AS U FIBER BROADBAND PRIVATE LIMITED,IN
146923,WWFIBRE-AS WEB WERKS FIBRE PVT LTD,IN
146924,VICTORY-AS-IN VICTORY DIGITAL NETWORK PRIVATE LIMITED,IN
146925,SHREEFI-AS-IN SHREE BALAJI WIFI PVT LTD,IN
146927,AIRTN-AS-IN AIRNETZ TECHNOLOGIES,IN
146928,EMBEE-AS EMBEE SOFTWARE PVT LTD,IN
146929,PENTASOL-AS PENTA SOLUTIONS,IN
146930,DCPL-AS-IN DEEPCLOUD PRIVATE LIMITED,IN
146932,SCCNET-AS SCC NETWORK PVT LTD,IN
146933,ROYALBS-AS-IN Royal Broadband Services,IN
146934,SNIGA123-AS SNIGA CONSULTANCY SERVICES,IN
146935,ZIPPYBRO-AS-IN ZIPPY BROADBAND PRIVATE LIMITED,IN
146936,SISPL21K-AS-IN SARASWATI INTERNET SOLUTION,IN
146937,KITSPLHMG-AS-IN KHUSHI IT SERVICES PRIVATE LIMITED,IN
146938,SYSTOOL6754-AS-IN Systools Software Private Limited,IN
146939,EMPRIBEX-AS Empribex Private Limited,IN
146940,NATSAVIP-AS-IN Natsav,IN
146941,GULZARCOM-AS-IN Gulzar Communication,IN
146942,PSNETSOL-AS-IN PSNET SOLUTIONS PRIVATE LIMITED,IN
146943,TIER4CLOU-AS Tier 4 Cloud Services,IN
146944,UNET-AS Vnetwork,IN
146945,HINDAVI-AS Hindavi Telecom Private Limited,IN
146964,STIL-AS-AP SATHYA Technosoft India Private Limited,IN
146999,HELLOMAILS1-AS-AP Hello Mails,IN
147177,BROWNARC-AS-AP BrownArc Enterprises Private Limited,IN
147183,UBER-AS-AP Uber India Systems Private Limited,IN
147185,IDSPL-AS-AP INFYNIX DATA SERVICES PRIVATE LIMITED,IN
147186,VCCLCLOUDPVTLTD-AS-AP VCCL Cloud Private Limited,IN
147189,IEPL-AS-AP Integrated Enterprises India Private Limited,IN
147191,MBPL-AS-IN K-Pix Networks,IN
147192,OOBCLOUD-AS-IN OUTOFBOX CLOUD PRIVATE LIMITED,IN
147193,MITONLINE-AS-IN MIT Online OPC Private Limited,IN
147194,DEVCHAND-AS-IN Devchand Telesoft,IN
147195,VAIDIK-AS-IN VAIDIK NETSOL OPC PVT LTD,IN
147196,FIBMESH-AS-IN FIBMESH PRIVATE LIMITED,IN
147198,METRO7NN-AS-IN Metro 7 News And Networks Private Limited,IN
147199,BSOFTIND-AS-IN Bsoft India Technologies Private Limited,IN
147200,PARKERBB-AS-IN PARKER BROADBAND NETWORK,IN
147201,MNETPLUS-AS-IN M NETPLUS COMMUNICATION SERVICES PVT LTD,IN
147202,AIRNETF-AS-IN AIRNET FIBER SOLUTIONS,IN
147204,ZIOFYNET-AS-IN Ziofy Networks Private Limited,IN
147205,NONSTOP-AS-IN NONSTOP NET SOLUTIONS PVT LTD,IN
147206,SOUBHAGYA-AS-IN Khandual Nets Private Limited,IN
147207,BETPL-AS-IN Block Edge Technologies Private Limited,IN
147208,SYSCOBB-AS-IN Sysco Broadband,IN
147209,NCBBSPL-AS-IN Nc Broadband Services Private Limited,IN
147210,STARITSERVICES-IN-AS-IN Starnet,IN
147211,PRAGATHI-AS-IN PRAGATHI ENTERPRISES,IN
147212,PAYNET-AS-IN Paynet Digital Network Private Limited,IN
147213,KOSHIB-AS-IN KOSHI BROADBAND COMMUNICATIONS OPC PVT LTD,IN
147216,SOLANKIFI-AS-IN Solanki Fibre Connect Pvt Ltd,IN
147218,ANIKA-AS-IN ANIKA BROADBAND SERVICES,IN
147219,OMSAIRAM-AS-IN OM SAIRAM NETWORK PRIVATE LIMITED,IN
147220,ARCLINK01-AS-IN ARCLINK NETWORK PRIVATE LIMITED,IN
147221,INSPITELE-AS-IN INSPITELE SOLUTIONS PRIVATE LIMITED,IN
147222,ABS-AS-IN ABS ENTERPRISES,IN
147223,CORENET-AS-IN Corenetinfo Solutions Private limited,IN
147224,WSNL-AS-IN WSNL BROADBAND PRIVATE LIMITED,IN
147225,FURIOSPEE-AS-IN Furiouspeed Private Limited,IN
147226,FUTURE01-AS-IN FUTURE CONNECT BROADBANDPRIVATE LIMITED,IN
147227,CSGISPL-AS-IN GUJARAT ISP SERVICES LIMITED,IN
147228,BMRCL-AS-IN Bangalore Metro Rail Corporation Ltd.,IN
147229,SMPL123-AS-IN Shimla Broadband Private Limited,IN
147230,OSIVIL-AS-IN Omsai Internet And Cable Service,IN
147231,SAPTRANET-AS-IN Saptranet India Pvt Ltd,IN
147233,AAACT-AS-IN Aaacloud Telephony Pvt Ltd,IN
147236,SSICON-AS-IN SSICON SYSTEMS PRIVATE LIMITED,IN
147238,CYBERVATE-AS-IN CYBERVATE CONSULTANCY SERVICES,IN
147240,VBPL2021-AS-IN VELOCITY BROADBAND PRIVATE LIMITED,IN
147241,SRIDEVIDM-AS-IN SRIDEVI DIGITAL MEDIA,IN
147243,TRELINK-AS-IN TREELINK NETWORK PVT LTD,IN
147245,SATELLITE-AS-IN Satellite Cable Network,IN
147246,WFPVTLTD-AS-IN World Fibernet Private Limited,IN
147247,ANIGH-AS-IN Anigh Telecom Private Limited,IN
147248,JBNSOLPL-AS-IN JBN SOLUTION PRIVATE LIMITED,IN
147249,VBCVISION-AS-IN Vbc Vision,IN
147250,NEXEN-AS-IN NEXEN BROADBAND OPC PRIVATE LIMITED,IN
147251,PRAGYASOFT-AS-IN PRAGYASOFT TECHNOLOGIES,IN
147252,NSNW-AS-IN New Speed Net Works,IN
147253,BEAURACKV-AS-IN Beaurack Velocity Infocom Pvt Ltd,IN
147254,MAHALAXMI-AS-IN Mahalaxmi Communication,IN
147255,TJBN-AS-IN Tj Brodband Network Pvt Ltd,IN
147257,ATPLINDIA-AS-IN Altruist Technologies Private Limited,IN
147258,DEIAGRA-AS-IN DAYALBAGH EDUCATIONAL INSTITUTE,IN
147259,HASTEN-AS-IN HASTEN NETWORK PVT LTD,IN
147260,SKYBB789-AS-IN Sky Broadband,IN
147261,VIJMAX-AS-IN Durga Data Network Service,IN
147262,VIHANG-AS-IN Vihang Infomedia Private Limited,IN
147263,GBISPL-AS-IN G B INTERNET SERVICE PRIVATE LIMITED,IN
147264,SRISAI1-AS-IN Shree Sai Vision,IN
147265,ECREADO-AS-IN Ecreado Network Solutions Pvt Ltd,IN
147266,SSVJUH-AS-IN SSV JUHU BROADBAND LLP,IN
147267,SBSODISHA-AS-IN Sadbudhhi Solutions Private Limited,IN
147268,SSTBS789-AS-IN SRI SAI TEJA BROADBAND SERVICES,IN
147269,DATAWINGS-AS-IN Datawings Teleinfra Pvt Ltd,IN
147270,MCNPL123-AS-IN MUVATTUPUZHA CABLE NET PRIVATE LIMITED,IN
147271,SHIVANET-AS-IN Shiva Network,IN
147272,SGETRL-AS-IN SG ENTERPRISES,IN
147274,SLCTV-AS-IN SREE LALITHA CABLE TV,IN
147275,VBSPLTD-AS-IN VEEONE BROADBAND SERVICES PRIVATE LIMITED,IN
147276,SSB295500-AS-IN SSB INDUSTRIES,IN
147277,CFIBER-AS-IN C FIBER COMMUNICATIONS PVT LTD,IN
147278,MEPVTGOA-AS-IN MERV ENTERPRISES PVT LTD,IN
147279,OPTOCOMM-AS-IN OPTO COMMUNICATIONS PRIVATE LIMITED,IN
147280,OMINFOTE-AS-IN OM INFOTECH,IN
147281,LUCKYNET-AS-IN Luckynet9 Private Limited,IN
147282,PATHCOM2-AS-IN PATHCOM COMMUNICATIONS PRIVATE LIMITED,IN
147283,MAHARAJAM-AS-IN MAHARAJ MULTI SYSTEMS PVT LTD,IN
147284,MANABBPL-AS-IN MANA BROADBAND PRIVATE LIMITED,IN
147285,SPEEDLINK-AS-IN SPEED LINK COMMUNICATIONS,IN
147287,DATAPARA1-AS-IN DATAPARADISE,IN
147288,SPIDERNT-AS-IN SPIDER NET,IN
147289,BCSAS-AS-IN BHARAT COMPUTER SALES AND SERVICE,IN
147290,ZYBISYS-AS-IN ZYBISYS CONSULTING SERVICES LLP,IN
147306,RESBIRD-AS-AP Resbird Technologies Private Limited,IN
148000,INDIAN-PUBLIC-DNS 1.10.10.10 - Indian Public DNS,IN
148001,INDIAN-PUBLIC-DNS 1.10.10.10 - Indian Public DNS,IN
148002,INDIAN-PUBLIC-DNS 1.10.10.10 - Indian Public DNS,IN
148003,INDIAN-PUBLIC-DNS 1.10.10.10 - Indian Public DNS,IN
148004,INDIAN-PUBLIC-DNS 1.10.10.10 - Indian Public DNS,IN
148005,INDIAN-PUBLIC-DNS 1.10.10.10 - Indian Public DNS,IN
149005,TPSODL-AS-AP TP SOUTHERN ODISHA DISTRIBUTION LIMITED,IN
149013,SOLVETHENETWORK-AS-AP Solve The Network,IN
149171,ANIPL-AS-AP Array Networks India Private Limited,IN
149180,PROLINE-AS-IN Proline Services,IN
149181,BHAGWAT-AS-IN BHAGWAT SOFTWARE,IN
149182,SUPERFAST-AS-IN SUPERFAST NETSOL,IN
149183,LEMON-AS-IN LEMONGRASS NETWORKS,IN
149185,HDFCLIFE-AS-IN HDFC LIFE INSURANCE COMPANY LTD,IN
149186,AIRSPAC-AS-IN AIRSPACE BROADBAND PVT LTD,IN
149187,BILALISP-AS-IN Bilal Internet Services Private Limited,IN
149188,R3ESOLUT-AS-IN R3esolution Private Limited,IN
149189,SAMAIRA-AS-IN Samaira Infotech Private Limited,IN
149190,INFORMAV3-AS-IN Informav Llp,IN
149191,JAGUAR123-AS-IN Jaguar Byte Technology Private Limited,IN
149192,XANTHUS-AS-IN Xanthus Infocom,IN
149193,SPEEDOPC-AS-IN Speednet Enterprises Opc Private Limited,IN
149194,ADL-AS-IN Airtel Digital Limited,IN
149195,SHIVKRANT-AS-IN Shivkranti Internet Service Pvt Ltd,IN
149196,ZAIFCOMP-AS-IN Zaif Computers,IN
149197,GIRDHARI-AS-IN Girdhari Computers,IN
149198,SICARE-AS-IN Si Care Private Limited,IN
149199,ORANGETEC-AS-IN Orange Technology Management,IN
149200,HELLONSPL-AS-IN Hello Network Service Private Limited,IN
149201,SKIPL-AS-IN SAI KUMAR INFONET PVT LTD,IN
149202,JKB-AS-IN The Jammu And Kashmir Bank Pvt Ltd,IN
149203,MIKRONET-AS-IN Manish Infocom Private Limited,IN
149205,WEBIZY-AS-IN WEBIZY TECHSOL PVT LTD,IN
149206,DURONTO1-AS-IN Duronto Networks Opc Private Limited,IN
149207,BENCHMARK-AS-IN Benchmark Techhub Private Limted,IN
149208,RAKESSEN-AS-IN RAKESH TELESOFT,IN
149209,WNETINT-AS-IN WAN AND LAN INTERNET PVT LTD,IN
149210,LDPL-AS-IN LALU DIGITAL PRIVATE LIMITED,IN
149211,INFOCUS-AS-IN INFOCUS NETWORKS PRIVATE LIMITED,IN
149212,MGI-AS-IN Mgi Networks Pvt Ltd,IN
149213,HARITELE-AS-IN HARI TELESOFT,IN
149214,OMSHIVSAI-AS-IN OM SHIV SAI INTERNET SERVICE OPC PVT LTD,IN
149215,ZIPROISP-AS-IN Zoram Internet Provider Pvt Ltd,IN
149216,WORLDSKYNET-AS-IN WORLD SKY NETWORKS,IN
149217,REETEL-AS-IN REETEL BROADBAND SERVICE PRIVATE LIMITED,IN
149218,ASHWINSR-AS-IN ASHISH AND ASHWIN BROADBAND SERVICES,IN
149219,MDCBS-AS-IN MAA DURGA CABLE BROADBAND SERVICE,IN
149220,GSHARAD48-AS-IN NIRIHUMS TECH PVT LTD,IN
149221,AHIRE2021-AS-IN Heramb T10Network Private Limited,IN
149222,DGPL123-AS-IN DREAMNET GIGAFIBER PRIVATE LIMITED,IN
149223,DRNETWORK-AS-IN DR NETWORK SOLUTIONS PRIVATE LIMITED,IN
149224,TELESECU-AS-IN Telesecure Communications Pvt Ltd,IN
149225,TECHYONN-AS-IN Techyon Network Private Limited,IN
149226,TIYATEL1-AS-IN Tiyatel Communications Private Limited,IN
149227,VIGLOBAL-AS-IN VI GLOBAL FIBERTEL PVT LTD,IN
149228,SERANSFPL-AS-IN SERANS FIBERNET PRIVATE LIMITED,IN
149229,ARFIBER-AS-IN Airfiber It Solutions Pvt Ltd,IN
149230,TANVIBBPL-AS-IN Tanvi Broadband Private Limited,IN
149231,SOLOIDC-AS-IN Soloidc Technologies Private Limited,IN
149232,VSCN-AS-IN Gouthamm Technologies,IN
149233,ZRNETPOPC-AS-IN ZR NET OPC PRIVATE LIMITED,IN
149234,DPSN-AS-IN Dps Networks Private Limited,IN
149235,SUSNEHAM-AS-IN Susneham Private Limited,IN
149236,TENGTELE-AS-IN 10g Telecom Private Limited,IN
149237,ARROWSWI-AS-IN Arrowswift Communication Pvt. Ltd,IN
149238,AMITYHUA-AS-IN Amity Hua Electronics,IN
149239,FAROHAR-AS-IN Farhohar Network Private Limited,IN
149240,MNPL-AS-IN Megatel Networks Private Limited,IN
149241,MANANET-AS-IN Mana Internet Services Private Limited,IN
149242,ANANYAA-AS-IN ANANYA COMPUTERS,IN
149243,ZENEXIM-AS-IN ZEN EXIM PRIVATE LIMITED,IN
149244,JCSPL-AS-IN JEEBR CLOUD SOLUTION PVT LTD,IN
149245,GTECHCOM-AS-IN GTECH COMMUNICATION PRIVATE LIMITED,IN
149246,VANSHIKA-AS-IN Vanshika Telesoft,IN
149247,AIRLINKIS-AS-IN Airlink Internet Services,IN
149248,HIGHTECH1-AS-IN Hightech Broadband Services Pvt Ltd,IN
149249,RUCHICOM-AS-IN Ruchi Communication,IN
149250,ZIPPYNET-AS-IN Zippynet Broadband,IN
149251,FROZECOMM-AS-IN Froze Communications Private Limited,IN
149252,CLOUDADDA-AS-IN Cloud Adda,IN
149253,BCONNECT-AS-IN Bundelkhand Connect,IN
149254,JIPL-AS-IN Jeebr Internet Service Pvt Ltd,IN
149255,BHAVYA-AS-IN Bhavya Net,IN
149256,MAYYAZHI-AS-IN Mayyazhi Associates Private Limited,IN
149257,NSCO-AS-IN National Steel Co,IN
149258,SPEEDOBIT-AS-IN Speedobits Internet Private Limited,IN
149260,WIBERNET-AS-IN WIBERNET INTERNET SERVICES PVT LTD,IN
149261,PADMESHB-AS-IN Padmesh Broadband Pvt Ltd,IN
149262,MATRIX-AS-IN Matrix Broadband,IN
149263,F2CONNECT-AS-IN F2connect Private Limited,IN
149264,VUENOWINF-AS-IN Vuenow Infotech Pvt Ltd,IN
149265,IISU-AS-IN Isro Inertial Systems Unit,IN
149266,EHANETPL-AS-IN Eha Net Private Limited,IN
149268,ROARNET-AS-IN Roarnet Broadband Pvt Ltd,IN
149270,LUCKYNET2-AS-IN Lucky Internet Services Pvt Ltd,IN
149271,STEL-AS-IN Searchtel India Pvt Ltd,IN
149272,SYNCNET1-AS-IN Syncnet Technologies Private Limited,IN
149273,ALLSAFE-AS-IN Allsafe Technologies Private Limited,IN
149274,JETWAY-AS-IN Jetway Internet Services Private Limited,IN
149275,STTL-AS-IN Silver Touch Technologies Limited,IN
149276,GPALVBBPL-AS-IN GPALV BROADBAND PRIVATE LIMITED,IN
149277,CLOUDPATH-AS-IN CLOUDPATH TELECOM PRIVATE LIMITED,IN
149278,ANTPLAY-AS-IN Ant E Sports Pvt Ltd,IN
149279,NETMITRA-AS-IN Net Mitra Communications Pvt Ltd,IN
149422,VYBETELECOMPVTLTD-AS-AP VYBETELECOM,IN
149447,MIL-AS-AP Merino Industries Ltd,IN
149477,PRANAVSOFT-AS-AP PRANAV SOFT SOLUTIONS,IN
149525,PACE-AS-IN PACE VISION,IN
149526,GITELENET-AS-IN GITELENET PRIVATE LIMITED,IN
149527,IAAIPL-AS-IN Infonet Accurate Appz India Pvt Ltd,IN
149528,INDIBANK-AS-IN INDIAN BANK,IN
149529,WNETPL-AS-IN WAGHESHWAR NETVISION PRIVATE LIMITED,IN
149530,SKYTELCO-AS-IN SKYWAY BROADBAND AND TELESERVICES PVT LTD,IN
149531,SNETTA-AS-IN SNETTA PVT LTD,IN
149532,GSFC-AS-IN G S FINANCIAL CORPORATION,IN
149533,MRKRCPL-AS-IN MRKR COMMUNICATIONS PRIVATE LIMITED,IN
149534,GAZONTEC-AS-IN Gazon Technologies Pvt.ltd.,IN
149535,FIRSTMILE-AS-IN FIRST MILE DIGITAL PRIVATE LIMITED,IN
149536,NSBNETWORK1-AS-IN NSB NETWORKS PVT LTD,IN
149537,VASTWEBI-AS-IN VAST WEB INDIA PRIVATE LIMITED,IN
149538,POLYINFO-AS-IN POLY INFORMATICS PRIVATE LIMITED,IN
149539,ARHAM-AS-IN ARHAM WEALTH MANAGEMENT PVT LTD,IN
149540,BRIZZ-AS-IN BRIZZ BROADBAND PVT LTD,IN
149541,JRCOM-AS-IN JR COMMUNICATIONS,IN
149542,MATALIA-AS-IN Matalia Stock Broking Pvt Ltd,IN
149543,IQRAVIPBB-AS-IN IQRA BROADBAND,IN
149544,MANTHANAM-AS-IN MANTHANAM NETSOL PVT LTD,IN
149545,HOME-AS-IN Hosting Home,IN
149546,BGCHITALE-AS-IN B G CHITALE,IN
149547,SYYNEXBB-AS-IN SYYNEX BROADBAND PRIVATE LIMITED,IN
149548,DNETB-AS-IN D NET BROADBAND,IN
149549,AVD0111-AS-IN AVD INFOCOM PRIVATE LIMITED,IN
149550,DVPL-AS-IN D-atum Vilcom Pvt Ltd,IN
149551,CDTPL-AS-IN CONFIAR DIGITAL TECHNOLOGIES PRIVATE LIMITED,IN
149552,NTHCLOUD-AS-IN NTHCLOUD LLP,IN
149553,AXONIS-AS AXOM INTERNET SERVICES PRIVATE LIMITED,IN
149554,YESBROAD-AS-IN YES BROADBAND PRIVATE LIMITED,IN
149555,SHISHERYA-AS-IN SHISHERYA IT SOLUTIONS PRIVATE LIMTED,IN
149557,GRBINFO-AS-IN GRB INFOTECH,IN
149558,SNGTEL-AS-IN SINGH TELEVENTURES PVT LTD,IN
149559,THIRUMURU-AS-IN THIRUMURUGA BROADBAND PRIVATE LIMITED,IN
149560,AAYOGNET-AS-IN AAYOG NETWORK PVT LTD,IN
149561,NBPLRAJ-AS-IN 777 Network Broadband Private Limited,IN
149562,CLISPL-AS-IN Cl Internet Service Private Limited,IN
149563,PREFIXNET-AS-IN PREFIX NETSOL PRIVATE LIMITED,IN
149564,RIGA-AS-IN RIGA TECH PRIVATE LIMITED,IN
149566,YNET1-AS-IN Ynet Infocom Pvt Ltd,IN
149568,VVCNET-AS-IN Vvcnet Services Pvt Ltd,IN
149569,PRAJNET-AS-IN Praj Network Pvt Ltd,IN
149571,ESL-AS-IN Edelweiss Securities Limited,IN
149572,HOSTONION-AS-IN Hostonion,IN
149574,GNANA11-AS-IN Gnana 11 Communication Private Limited,IN
149577,WALKOVR-AS-IN WALKOVER WEB SOLUTIONS PRIVATE LIMITED,IN
149578,PLAYBUNCH-AS-IN PLAY BUNCH ENTERTAINMENT PVT LTD,IN
149579,WINUXD-AS-IN WINUX DIGITAL NETWORKS PRIVATE LIMITED,IN
149580,NPL-AS-IN Nettigritty Private Limited,IN
149581,ZESSNPL-AS-IN Zess Networks Private Limited,IN
149582,VRITECH-AS-IN VRINDA TECHNOLOGY,IN
149583,ASTRANU-AS-IN BRAVISHMAH INFOTECH PRIVATE LIMITED,IN
149584,SCNSKYOPC-AS-IN SCNSKY DIGITAL OPC PRIVATE LIMITED,IN
149585,GOPRIME-AS-IN Goprime Networks And Systems Pvt Ltd,IN
149586,SPACEINFO-AS-IN SPACELINK INFOTECH PRIVATE LIMITED,IN
149587,OMAHSA-AS-IN Om-Asha Net Private Limited,IN
149588,OMSAITECH-AS-IN Om Sai Technnologies,IN
149589,SSKY-AS-IN SSKY CONNEECT PRIVATE LIMITED,IN
149590,NETSURF1-AS-IN Netsurf,IN
149591,WIFIWALA-AS-IN Swip Wifi Network Private Limited,IN
149592,ACEFONE-AS-IN Acefone Software Private Limited,IN
149593,ULKATV-AS-IN City Online Media Private Ltd,IN
149594,BAKETOWN-AS-IN Bake Town,IN
149595,PNPL2022-AS-IN Pacelink Network Private Limited,IN
149596,X3M-AS-IN X3m Infra Pvt Ltd,IN
149597,UCNKATOL-AS-IN Universal Cable Network Katol,IN
149598,DVRDC-AS-IN Dvr Digital Cable,IN
149599,BTNPL3013-AS-IN Belltel Network Pvt Ltd.,IN
